userIdA,userIdB,JaccardSimilarity,JaccardDistance,SpearmanCorrelation
261244,294432,0.9069683908045977,0.09303160919540232,0.9634288862033457
83880,174815,0.9063411078717201,0.09365889212827994,0.9923241526623046
174815,247373,0.9061970877074161,0.09380291229258386,0.9986871922245288
77647,261244,0.9053424166367874,0.09465758336321262,0.9634288862033457
207796,254643,0.9039408866995073,0.09605911330049266,0.9947265019382164
25084,112310,0.9011986923356339,0.09880130766436612,0.9622999049169618
209048,249815,0.8999129677980853,0.10008703220191473,0.9149799645576326
86967,112310,0.8998915793277918,0.10010842067220815,0.962093551056334
50012,83880,0.8929343907714492,0.1070656092285508,0.9920556185288117
112310,294432,0.8918433345310816,0.10815666546891844,0.9623028658267149
77647,112310,0.8902439024390244,0.1097560975609756,0.9623028658267149
52061,88189,0.8899082568807339,0.11009174311926606,0.11896219811928442
165356,223888,0.8841059602649006,0.11589403973509937,0.846009474920328
78255,185341,0.8827195467422096,0.11728045325779035,0.9046593102591071
37704,60944,0.8823529411764706,0.11764705882352944,0.9598379700221727
50012,116432,0.88,0.12,0.9962839811401554
77647,247373,0.8785738311469896,0.12142616885301039,0.9984298567388853
89344,97719,0.8775906735751295,0.12240932642487046,0.9250535505238174
247373,294432,0.8768920282542886,0.12310797174571142,0.9984296074726448
174815,261244,0.8701570680628272,0.12984293193717278,0.9627986203062867
148873,162662,0.8695652173913043,0.13043478260869568,0.7038813730773725
9617,244081,0.8676844783715013,0.1323155216284987,0.16142200642390794
86967,247373,0.8660415271265908,0.13395847287340923,0.995736856752486
133523,209048,0.8658843252305113,0.1341156747694887,0.8925025598996156
209048,214863,0.8658436213991769,0.13415637860082308,0.8911860101751434
116432,174815,0.865250580816462,0.134749419183538,0.9961558849645793
25084,247373,0.8652100840336134,0.13478991596638656,0.9987080551867759
47924,167461,0.864951768488746,0.135048231511254,0.9813523898733361
50012,261244,0.8576856649395509,0.1423143350604491,0.9622958089298783
157272,241636,0.8564073226544623,0.1435926773455377,0.9230098812991131
112310,174815,0.8560950052392595,0.14390499476074048,0.9616515927851799
133523,249815,0.8557130942452044,0.14428690575479564,0.8822928199894892
107564,234116,0.8538732394366197,0.14612676056338025,0.060201385021973475
90682,254643,0.8536585365853658,0.14634146341463417,0.9827203600829891
234116,318235,0.8515037593984962,0.1484962406015038,0.07650943037066822
31027,172512,0.8508928571428571,0.14910714285714288,0.8707571340015068
244841,293757,0.8506375227686703,0.14936247723132967,0.9794200091185541
214863,249815,0.8482871125611745,0.1517128874388255,0.8814821889429892
17409,30606,0.8478260869565217,0.15217391304347827,0.9985921722223008
54036,95107,0.8466557911908646,0.15334420880913535,0.8939181507926938
97719,241636,0.8458429561200924,0.15415704387990758,0.9119038690714484
50012,112310,0.8437608019357069,0.1562391980642931,0.9611293949132714
83332,84239,0.8422818791946308,0.15771812080536918,0.6150661440172991
241351,314784,0.8406072106261859,0.15939278937381407,0.9362094480627244
25072,241603,0.8389937106918239,0.16100628930817606,0.9968573461402022
203961,284282,0.8387909319899244,0.16120906801007562,0.9954052270224355
134631,165356,0.8374118622978017,0.16258813770219827,0.7275475979056901
234116,320850,0.8369384359400999,0.16306156405990013,-0.05707172148609126
31027,194408,0.835966892400301,0.16403310759969902,0.8383198153113364
20590,298615,0.8358531317494601,0.16414686825053992,0.18258012942145782
133523,214863,0.8354531001589826,0.16454689984101745,0.8700536866705555
77647,116432,0.8342105263157895,0.1657894736842105,0.996084572230548
89870,169934,0.8336134453781513,0.1663865546218487,0.14752565216513797
115007,124350,0.8333333333333334,0.16666666666666663,0.9905787611385819
83880,247373,0.8332217012726055,0.16677829872739447,0.9918077559759538
